"";"recid";"recname";"iso";"AP0000000";"BP0000500";"BP0001000";"BP0001500";"BP0002000";"BP0002500";"BP0003000";"BP0003500";"BP0004000";"BP0004500";"BP0005000";"BP0005500";"BP0006000";"BP0006500";"BP0007000";"BP0007500";"BP0008000";"BP0008500";"BP0009000";"BP0009500";"BP0010000";"BP0010500";"BP0011000";"BP0011500";"BP0012000";"BP0012500";"BP0013000";"BP0013500";"BP0014000";"BP0014500";"BP0015000";"BP0015500";"BP0016000";"BP0016500";"BP0017000";"BP0017500";"BP0018000";"BP0018500";"BP0019000";"BP0019500";"BP0020000";"BP0020500";"BP0021000";"BP0021500";"BP0022000";"BP0022500";"BP0023000";"BP0023500";"BP0024000";"BP0024500";"BP0025000";"BP0025500";"BP0026000"
"1";"000144";"Reunion";0;2494929406.2612;2494929406.2612;2494929406.2612;2494929406.2612;2494929406.2612;2494929406.2612;2494929406.2612;2494929406.2612;2494929406.2612;2494929406.2612;2494929406.2612;2494929406.2612;2502516219.06126;2502516219.06126;2513699012.23274;2523482346.73747;2541456647.35269;2559431857.72616;2574809196.74378;2602171291.96156;2631331651.69015;2671078435.46708;2722598993.50227;2744758907.17706;2746757485.10323;2749356420.90661;2756748767.18455;2785720809.33998;2814092261.70469;2836272911.64276;2840468249.40421;2846462489.8184;2851057776.16567;2853654803.15043;2854653771.20389;2856052983.58627;2857651974.11636;2858650221.31808;2858850102.56318;2859848859.38467;2860648287.52526;2861446755.15987;2862645648.54045;2862845146.84032;2863443729.83862;2864242892.07518;2864842327.30875;2865840592.66696;2867638665.99235;2869235987.54912;2870434581.28826;2872631734.4864;2873630480.75427
