"";"recid";"recname";"iso";"AP0000000";"BP0000500";"BP0001000";"BP0001500";"BP0002000";"BP0002500";"BP0003000";"BP0003500";"BP0004000";"BP0004500";"BP0005000";"BP0005500";"BP0006000";"BP0006500";"BP0007000";"BP0007500";"BP0008000";"BP0008500";"BP0009000";"BP0009500";"BP0010000";"BP0010500";"BP0011000";"BP0011500";"BP0012000";"BP0012500";"BP0013000";"BP0013500";"BP0014000";"BP0014500";"BP0015000";"BP0015500";"BP0016000";"BP0016500";"BP0017000";"BP0017500";"BP0018000";"BP0018500";"BP0019000";"BP0019500";"BP0020000";"BP0020500";"BP0021000";"BP0021500";"BP0022000";"BP0022500";"BP0023000";"BP0023500";"BP0024000";"BP0024500";"BP0025000";"BP0025500";"BP0026000"
"1";"000616";"Hierro";0;252658581.4763;252658581.4763;252658581.4763;252658581.4763;252658581.4763;252658581.4763;252658581.4763;253606567.867653;254175644.440588;254175644.440588;254744545.1334;254744545.1334;255692408.484061;255882002.242272;257209217.34425;260812300.274195;267449205.080325;272569021.645;277499045.467337;284516425.402989;292670991.257815;298741276.723868;303672072.905107;309362242.558891;317327648.50861;320172974.808354;325675046.051572;330416998.101963;338005228.39949;342746707.083983;343126437.834595;344643601.439886;345402174.74002;346161297.011243;346920007.377127;347678714.772658;348817292.633469;349386398.956656;349765906.568715;350524495.340381;350524495.340381;350524495.340381;350714056.369365;350903570.394318;351093273.624829;351282912.914111;352041742.37748;352041742.37748;352421133.230356;353748353.808109;354127979.225238;354507382.405466;355076233.403519
"2";"999900110009";"S-BP0011000-9";0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1896112.69662452;2275298.8147161;317327648.50861;320172974.808354;325675046.051572;330416998.101963;338005228.39949;342746707.083983;343126437.834595;344643601.439886;345402174.74002;346161297.011243;346920007.377127;347678714.772658;348817292.633469;349386398.956656;349765906.568715;350524495.340381;350524495.340381;350524495.340381;350714056.369365;350903570.394318;351093273.624829;351282912.914111;352041742.37748;352041742.37748;352421133.230356;353748353.808109;354127979.225238;354507382.405466;355076233.403519
