"";"recid";"recname";"iso";"AP0000000";"BP0000500";"BP0001000";"BP0001500";"BP0002000";"BP0002500";"BP0003000";"BP0003500";"BP0004000";"BP0004500";"BP0005000";"BP0005500";"BP0006000";"BP0006500";"BP0007000";"BP0007500";"BP0008000";"BP0008500";"BP0009000";"BP0009500";"BP0010000";"BP0010500";"BP0011000";"BP0011500";"BP0012000";"BP0012500";"BP0013000";"BP0013500";"BP0014000";"BP0014500";"BP0015000";"BP0015500";"BP0016000";"BP0016500";"BP0017000";"BP0017500";"BP0018000";"BP0018500";"BP0019000";"BP0019500";"BP0020000";"BP0020500";"BP0021000";"BP0021500";"BP0022000";"BP0022500";"BP0023000";"BP0023500";"BP0024000";"BP0024500";"BP0025000";"BP0025500";"BP0026000"
"1";"000320";"Madeira";0;71653399.2781405;71653399.2781405;71653399.2781405;71653399.2781405;71653399.2781405;71653399.2781405;71653399.2781405;71833793.9345584;71833793.9345584;71833793.9345584;71833793.9345584;71833793.9345584;72014212.5868764;72014212.5868764;72194622.9552894;72375131.9386289;73096809.8096249;74540039.7567763;76704924.2606354;79771976.7105021;83380470.6288474;89154201.1789858;91861061.4932792;103768282.249245;110082790.20421;116759057.698801;124877122.91469;133536958.554479;168000958.309014;202825468.067445;210405035.493019;218886167.324449;225022661.41877;227909367.919167;229533531.237151;232059500.237087;233683281.219907;235668284.756997;236570410.846522;237472639.788395;238013973.147417;238735848.253321;239457749.396975;240720719.599995;241623099.561252;243608438.021219;245413549.429051;246856653.410234;248478887.460775;250283370.980859;252087490.90028;253530812.160211;254252485.584412
"2";"013236";"Porto Santo";0;56279280.133292;56279280.133292;56279280.133292;56279280.133292;56279280.133292;56279280.133292;56279280.133292;56279280.133292;56279280.133292;56279280.133292;56459174.3850074;56459174.3850074;56818878.2934902;56998559.264926;57537622.4299035;59516219.603483;60954036.9808547;64191565.4107556;68145983.4982588;73360883.5894818;80731785.1824093;90976264.0695488;112365743.933014;169689962.717261;183711259.958654;192339626.546737;197373865.424437;202767451.563588;212652273.733526;221278865.847329;222357825.195;224154172.845649;225412361.588793;226490611.483545;227748544.426889;228287647.932562;228647472.387729;230624006.75405;230803655.664227;231162899.204348;231342511.620808;231701725.698553;232420414.888437;232779867.214767;233319162.111662;234756500.34917;235475605.062735;235655379.420742;236733481.494706;237452928.67083;238171928.267137;239071200.144306;239609931.022723
"3";"111651";"UNKNOWN";0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;180472.889661551;541429.943181992;721911.829957962;1082837.33707404;89154201.1789858;91861061.4932792;103768282.249245;110082790.20421;116759057.698801;124877122.91469;133536958.554479;168000958.309014;202825468.067445;210405035.493019;218886167.324449;225022661.41877;227909367.919167;229533531.237151;232059500.237087;233683281.219907;235668284.756997;236570410.846522;237472639.788395;238013973.147417;238735848.253321;239457749.396975;240720719.599995;241623099.561252;243608438.021219;245413549.429051;246856653.410234;248478887.460775;250283370.980859;252087490.90028;253530812.160211;254252485.584412
"4";"999900100005";"S-BP0010000-5";0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1257690.00751281;90976264.0695488;112365743.933014;169689962.717261;183711259.958654;192339626.546737;197373865.424437;202767451.563588;212652273.733526;221278865.847329;222357825.195;224154172.845649;225412361.588793;226490611.483545;227748544.426889;228287647.932562;228647472.387729;230624006.75405;230803655.664227;231162899.204348;231342511.620808;231701725.698553;232420414.888437;232779867.214767;233319162.111662;234756500.34917;235475605.062735;235655379.420742;236733481.494706;237452928.67083;238171928.267137;239071200.144306;239609931.022723
"5";"999900105006";"S-BP0010500-6";0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1256981.24712992;17420888.190944;169689962.717261;183711259.958654;192339626.546737;197373865.424437;202767451.563588;212652273.733526;221278865.847329;222357825.195;224154172.845649;225412361.588793;226490611.483545;227748544.426889;228287647.932562;228647472.387729;230624006.75405;230803655.664227;231162899.204348;231342511.620808;231701725.698553;232420414.888437;232779867.214767;233319162.111662;234756500.34917;235475605.062735;235655379.420742;236733481.494706;237452928.67083;238171928.267137;239071200.144306;239609931.022723
"6";"999900120003";"S-BP0012000-3";0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1078203.05387068;192339626.546737;197373865.424437;202767451.563588;212652273.733526;221278865.847329;222357825.195;224154172.845649;225412361.588793;226490611.483545;227748544.426889;228287647.932562;228647472.387729;230624006.75405;230803655.664227;231162899.204348;231342511.620808;231701725.698553;232420414.888437;232779867.214767;233319162.111662;234756500.34917;235475605.062735;235655379.420742;236733481.494706;237452928.67083;238171928.267137;239071200.144306;239609931.022723
